pmid;pmcid;doi;publisher_id;journal;journal_domain;journal_field;journal_subfield;n_authors;is_plos;is_bmc;title;n_references_tot;n_references;has_das;das_encouraged;das_required;das;p_year;p_month;has_month;n_cit_2;n_cit_3;n_cit_5;n_cit_tot;h_index_min;h_index_max;h_index_mean;h_index_median
26840769;4740490;10.1371/journal.pone.0148326;PONE-D-15-43764;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Computational Analysis of AMPK-Mediated Neuroprotection Suggests Acute Excitotoxic Bioenergetics and Glucose Dynamics Are Regulated by a Minimal Set of Critical Reactions;71;67;True;True;True;All relevant data are within the paper and its Supporting Information files.;2016;2;True;0;0;0;0;0;0;0.000;0.000
20525188;2896918;10.1186/1743-8977-7-14;1743-8977-7-14;Particle and Fibre Toxicology;Health Sciences;Biomedical Research;Toxicology;9;False;True;Association of cardiac and vascular changes with ambient PM2.5 in diabetic individuals;64;58;False;False;False;;2010;6;True;0;0;0;0;0;0;0.000;0.000
26964044;4786320;10.1371/journal.pone.0151254;PONE-D-15-49708;PLoS ONE;General;General Science & Technology;General Science & Technology;6;True;False;Comparative Proteomic Identification of Mature and Immature Sperm in the Catfish Cranoglanis bouderius;60;55;True;True;True;All relevant data are within the paper and its Supporting Information files.;2016;3;True;0;0;0;0;0;0;0.000;0.000
22913778;3424833;10.1186/2045-4015-1-16;2045-4015-1-16;Israel Journal of Health Policy Research;;;;1;False;True;Giving oocytes to women in need: permitted, forbidden, or pressured? A commentary;4;3;False;False;False;;2012;4;True;0;0;0;0;0;0;0.000;0.000
24611080;3944430;10.3762/bjoc.10.43;;Beilstein Journal of Organic Chemistry;Natural Sciences;Chemistry;Organic Chemistry;4;False;True;A catalyst-free multicomponent domino sequence for the diastereoselective synthesis of (E)-3-[2-arylcarbonyl-3-(arylamino)allyl]chromen-4-ones;62;58;False;False;False;;2014;2;True;0;0;0;0;0;0;0.000;0.000
21838864;3245614;10.1186/gb-2011-12-8-r74;gb-2011-12-8-r74;Genome Biology;;;;5;False;True;Farnesyltransferase inhibitor treatment restores chromosome territory positions and active chromosome dynamics in Hutchinson-Gilford progeria syndrome cells;64;63;False;False;False;;2011;7;True;0;0;0;0;0;0;0.000;0.000
27490119;4973869;10.1371/journal.ppat.1005695;PPATHOGENS-D-16-00851;PLoS Pathogens;Health Sciences;Biomedical Research;Virology;1;True;False;Expanding Host Range and Cross-Species Infection of Hepatitis E Virus;28;26;False;True;True;;2016;8;True;0;0;0;0;0;0;0.000;0.000
26943171;4778919;10.1371/journal.pone.0150702;PONE-D-15-47997;PLoS ONE;General;General Science & Technology;General Science & Technology;2;True;False;Queues with Dropping Functions and General Arrival Processes;56;0;True;True;True;All relevant data are within the paper.;2016;3;True;0;0;0;0;0;0;0.000;0.000
27106691;4840854;10.1186/s12871-016-0189-y;189;BMC Anesthesiology;Health Sciences;Clinical Medicine;Anesthesiology;6;False;True;The median effective concentration (EC50) of propofol with different doses of fentanyl during colonoscopy in elderly patients;21;20;False;True;True;;2016;4;True;0;0;0;0;0;0;0.000;0.000
20028501;2801684;10.1186/1471-2407-9-459;1471-2407-9-459;BMC Cancer;Health Sciences;Clinical Medicine;Oncology & Carcinogenesis;2;False;True;Thrombosis of abdominal aorta during cisplatin-based chemotherapy of testicular seminoma - a case report;15;14;False;False;False;;2009;7;True;0;0;0;0;0;0;0.000;0.000
27253323;4890784;10.1371/journal.ppat.1005640;PPATHOGENS-D-16-00031;PLoS Pathogens;Health Sciences;Biomedical Research;Virology;3;True;False;Small RNA-Based Antiviral Defense in the Phytopathogenic Fungus Colletotrichum higginsianum;114;99;True;True;True;The raw data presented in this article is available on-line. Sequence data is available at Gene Expression Omnibus (GEO), accession number: GSE62708. The complete genome sequence of ChNRV1 is available at GenBank, accession number: KM923925. Remaining primary and intermediate files, including Perl and R scripts, are available through the FigShare FileSet doi: 10.6084/m9.figshare.3124735.;2016;6;True;0;0;0;0;0;0;0.000;0.000
;4489175;10.1186/2050-5736-3-S1-P35;2050-5736-3-S1-P35;Journal of Therapeutic Ultrasound;;;;5;False;True;Acoustic and thermal simulations of tcMRgFUS in patient specific models: validation with experiments;3;1;False;True;True;;2015;6;True;0;0;0;0;0;0;0.000;0.000
21457546;3080328;10.1186/2040-7378-3-3;2040-7378-3-3;Experimental & Translational Stroke Medicine;;;;5;False;True;Report on the 2nd scientific meeting of the Verein zur Förderung des Wissenschaftlichen Nachwuchses in der Neurologie (NEUROWIND e.V.) held in Motzen, Germany, Oct. 29'th - Oct. 31'st, 2010;19;19;False;False;False;;2011;4;True;0;0;0;0;0;0;0.000;0.000
23725348;3689082;10.1186/1477-5751-12-10;1477-5751-12-10;Journal of Negative Results in Biomedicine;Health Sciences;Clinical Medicine;General & Internal Medicine;5;False;True;A phase 3 trial assessing the efficacy and safety of grass allergy immunotherapy tablet in subjects with grass pollen-induced allergic rhinitis with or without conjunctivitis, with or without asthma;14;14;False;False;False;;2013;6;True;0;0;0;0;0;0;0.000;0.000
29028837;5640226;10.1371/journal.pone.0186581;PONE-D-17-30493;PLoS ONE;General;General Science & Technology;General Science & Technology;13;True;False;A pilot study for robot appearance preferences among high-functioning individuals with autism spectrum disorder: Implications for therapeutic use;40;18;True;True;True;All relevant data are within the paper and its Supporting Information files.;2017;7;True;0;0;0;0;0;0;0.000;0.000
24763306;3998960;10.1371/journal.pone.0094112;PONE-D-13-29604;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Almost All Antipsychotics Result in Weight Gain: A Meta-Analysis;359;343;False;True;True;;2014;4;True;0;0;0;0;0;0;0.000;0.000
26197236;4509758;10.1371/journal.pone.0133390;PONE-D-15-06321;PLoS ONE;General;General Science & Technology;General Science & Technology;6;True;False;Efficacy of Visual Surveys for White-Nose Syndrome at Bat Hibernacula;44;29;True;True;True;All relevant data are available from Dryad Digital Repository (doi:10.5061/dryad.8mm58).;2015;7;True;0;0;0;0;0;0;0.000;0.000
25279840;4184833;10.1371/journal.pone.0109061;PONE-D-14-26892;PLoS ONE;General;General Science & Technology;General Science & Technology;11;True;False;Selective Microbial Genomic DNA Isolation Using Restriction Endonucleases;41;41;True;True;True;The authors confirm that all data underlying the findings are fully available without restriction. The files corresponding to all the raw next generation sequencing reads generated in this study are publicly available at the NCBI Short Read Archive (SRP044748).;2014;7;True;0;0;0;0;0;0;0.000;0.000
24594619;3942430;10.1371/journal.pone.0090282;PONE-D-13-38160;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Hierarchical Partitioning of Metazoan Protein Conservation Profiles Provides New Functional Insights;39;28;True;True;True;In addition to the tables and files available in the paper and in the supporting information, the two larger xlsx files, containing the complete proteomes of human (1A_Human) and fly)1B_D_Melanogaster), with binary conservation profiles and TOL consistency information for each protein, are publicly available at http://www.cs.tau.ac.il/~bchor/TOL_Plos1/ (the folder contains two xlsx files and one readme file).;2014;3;True;0;0;0;0;0;0;0.000;0.000
;4428639;10.1186/1687-9856-2015-S1-O19;1687-9856-2015-S1-O19;International Journal of Pediatric Endocrinology;;;;2;False;True;Controversies of the assesment and management of polycystic ovary syndrome in adolescents;6;3;False;False;False;;2015;4;True;0;0;0;0;0;0;0.000;0.000
27716773;5055331;10.1371/journal.pone.0163697;PONE-D-16-13046;PLoS ONE;General;General Science & Technology;General Science & Technology;7;True;False;Enhanced Mitogenic Activity of Recombinant Human Vascular Endothelial Growth Factor VEGF121 Expressed in E. coli Origami B (DE3) with Molecular Chaperones;69;67;True;True;True;All relevant data are within the paper and its Supporting Information files.;2016;7;True;0;0;0;0;0;0;0.000;0.000
23209377;3507924;10.1371/journal.pbio.1001432;PBIOLOGY-D-12-02890;PLoS Biology;Health Sciences;Biomedical Research;Developmental Biology;5;True;False;Structural Mechanism of ER Retrieval of MHC Class I by Cowpox;55;52;False;False;False;;2012;11;True;0;0;0;0;0;0;0.000;0.000
22364405;3323360;10.1186/1746-4358-7-2;1746-4358-7-2;International Breastfeeding Journal;Health Sciences;Clinical Medicine;Pediatrics;7;False;True;Community volunteers can improve breastfeeding among children under six months of age in the Democratic Republic of Congo crisis;33;22;False;False;False;;2012;2;True;0;0;0;0;0;0;0.000;0.000
24818983;4018279;10.1371/journal.pone.0097133;PONE-D-13-30828;PLoS ONE;General;General Science & Technology;General Science & Technology;11;True;False;Zebrafish Adar2 Edits the Q/R Site of AMPA Receptor Subunit gria2α Transcript to Ensure Normal Development of Nervous System and Cranial Neural Crest Cells;49;48;False;True;True;;2014;5;True;0;0;0;0;0;0;0.000;0.000
26100352;4474423;10.1186/1471-2164-16-S7-S19;1471-2164-16-S7-S19;BMC Genomics;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;7;False;True;Co-modulation analysis of gene regulation in breast cancer reveals complex interplay between ESR1 and ERBB2 genes;44;44;False;True;True;;2015;6;True;0;0;0;0;0;0;0.000;0.000
24947161;4081498;10.1186/1471-2202-15-78;1471-2202-15-78;BMC Neuroscience;Health Sciences;Clinical Medicine;Neurology & Neurosurgery;5;False;True;Fast construction of voxel-level functional connectivity graphs;53;37;False;True;False;;2014;6;True;0;0;0;0;0;0;0.000;0.000
15693943;551534;10.1186/gb-2005-6-2-r14;gb-2005-6-2-r14;Genome Biology;;;;3;False;True;Accelerated evolution associated with genome reduction in a free-living prokaryote;47;40;False;False;False;;2005;1;True;0;0;0;0;0;0;0.000;0.000
24962204;4099157;10.1186/1471-2458-14-643;1471-2458-14-643;BMC Public Health;Health Sciences;Public Health & Health Services;Public Health;6;False;True;Epidemiologic studies of modifiable factors associated with cognition and dementia: systematic review and meta-analysis;307;300;False;True;False;;2014;6;True;0;0;0;0;0;0;0.000;0.000
27495824;4974777;10.1186/s12890-016-0275-4;275;BMC Pulmonary Medicine;Health Sciences;Clinical Medicine;Respiratory System;8;False;True;Sedation during bronchoscopy: data from a nationwide sedation and monitoring survey;30;30;True;True;True;Raw data supporting the findings (.dta format) are available upon request from the corresponding author.;2016;7;True;0;0;0;0;0;0;0.000;0.000
16433927;1382202;10.1186/1471-2458-6-13;1471-2458-6-13;BMC Public Health;Health Sciences;Public Health & Health Services;Public Health;5;False;True;A community programme to reduce salt intake and blood pressure in Ghana [ISRCTN88789643];42;33;False;False;False;;2006;1;True;0;0;0;0;0;0;0.000;0.000
;3300364;10.1186/bcr823;bcr823;Breast Cancer Research : BCR;Health Sciences;Clinical Medicine;Oncology & Carcinogenesis;1;False;True;Patient safety: why do things go wrong?;1;1;False;False;False;;2004;7;True;0;0;0;0;0;0;0.000;0.000
22713255;3499784;10.7448/IAS.15.2.17381;17381;Journal of the International AIDS Society;;;;6;False;True;Community adherence support improves programme retention in children on antiretroviral treatment: a multicentre cohort study in South Africa;35;24;False;False;False;;2012;5;True;0;0;0;0;0;0;0.000;0.000
27439789;4955222;10.1186/s12920-016-0210-9;210;BMC Medical Genomics;Health Sciences;Biomedical Research;Genetics & Heredity;10;False;True;Dealing with prognostic signature instability: a strategy illustrated for cardiovascular events in patients with end-stage renal disease;43;38;False;True;True;;2016;7;True;0;0;0;0;0;0;0.000;0.000
24505314;3913699;10.1371/journal.pone.0087778;PONE-D-13-25973;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Contrasting Prefrontal Cortex Contributions to Episodic Memory Dysfunction in Behavioural Variant Frontotemporal Dementia and Alzheimer’s Disease;80;69;False;False;False;;2014;2;True;0;0;0;0;0;0;0.000;0.000
21310029;3053586;10.1186/1471-2474-12-44;1471-2474-12-44;BMC Musculoskeletal Disorders;Health Sciences;Clinical Medicine;Orthopedics;5;False;True;Genetic predisposition to fracture non-union: a case control study of a preliminary single nucleotide polymorphisms analysis of the BMP pathway;42;39;False;False;False;;2011;2;True;0;0;0;0;0;0;0.000;0.000
16901339;1590026;10.1186/1471-2164-7-205;1471-2164-7-205;BMC Genomics;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;7;False;True;Random mutagenesis in Corynebacterium glutamicum ATCC 13032 using an IS6100-based transposon vector identified the last unknown gene in the histidine biosynthesis pathway;104;96;False;False;False;;2006;7;True;0;0;0;0;0;0;0.000;0.000
27010804;4807051;10.1371/journal.pone.0152403;PONE-D-15-26410;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Determinants of Cofactor Specificity for the Glucose-6-Phosphate Dehydrogenase from Escherichia coli: Simulation, Kinetics and Evolutionary Studies;46;33;True;True;True;All relevant data are within the paper and its Supporting Information files.;2016;3;True;0;0;0;0;0;0;0.000;0.000
24341704;4129182;10.1186/1749-8546-8-24;1749-8546-8-24;Chinese Medicine;Natural Sciences;Chemistry;Medicinal & Biomolecular Chemistry;2;False;True;Role of dermatomes in the determination of therapeutic characteristics of channel acupoints: a similarity-based analysis of data compiled from literature;56;29;False;False;False;;2013;7;True;0;0;0;0;0;0;0.000;0.000
21843333;3169507;10.1186/1752-0509-5-126;1752-0509-5-126;BMC Systems Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;3;False;True;Global organization of protein complexome in the yeast Saccharomyces cerevisiae;55;42;False;False;False;;2011;7;True;0;0;0;0;0;0;0.000;0.000
24972631;4227060;10.1186/1746-1596-9-130;1746-1596-9-130;Diagnostic Pathology;Health Sciences;Clinical Medicine;Pathology;6;False;True;Insulin and risk of diabetic retinopathy in patients with type 2 diabetes mellitus: data from a meta-analysis of seven cohort studies;22;22;False;False;False;;2014;6;True;0;0;0;0;0;0;0.000;0.000
26448615;4598102;10.1371/journal.pone.0139717;PONE-D-15-15333;PLoS ONE;General;General Science & Technology;General Science & Technology;10;True;False;Adjunctive Aripiprazole Treatment for Risperidone-Induced Hyperprolactinemia: An 8-Week Randomized, Open-Label, Comparative Clinical Trial;25;23;True;True;True;All relevant data are within the paper and its Supporting Information files.;2015;7;True;0;0;0;0;0;0;0.000;0.000
